StudentID,Name,Gender,Age,DOB,Grade,Section,City,ParentalEducationLevel,InternetQuality,DeviceUsedForStudy,LearningStyle,BehaviourRating,ClubMember,MathScore,PhysicsScore,ChemistryScore,BiologyScore,EnglishScore,ComputerScore,AverageMarks,GPA,Passed,AttendancePercent,TotalFees,FeesPaid,RemainingFees,StudyHoursPerWeek,TestPreparation,HealthFactor,TransportRequired,OnlineClassParticipation,AssignmentsSubmitted,ProjectsCompleted
S2589,Vihaan Chopra,Female,16,2009-04-11,11,C,Bengaluru,Postgraduate,Average,None,Kinesthetic,Excellent,None,91,68,53,87,42,52,65.5,6.55,Yes,95.1,40000,13187,26813,10,Yes,Good,No,1.1,36,0
S2590,Vivaan Kumar,Female,19,2005-12-15,11,A,Pune,Graduate,Excellent,Laptop,Visual,Average,NSS,81,86,78,62,42,52,66.83,6.68,Yes,80.1,30000,27524,2476,19,No,Good,No,5.9,44,3
S2591,Siddharth Dutta,Male,18,2007-01-07,9,C,Nagpur,Secondary,Good,Tablet,Visual,Excellent,Dance,24,97,43,58,72,95,64.83,6.48,No,61.9,80000,53674,26326,28,No,Average,No,1.0,32,10
S2592,Neha Sharma,Female,15,2010-03-14,9,D,Delhi,Postgraduate,Average,Laptop,Auditory,Poor,Robotics,90,41,87,92,44,92,74.33,7.43,Yes,52.0,60000,10648,49352,3,No,Poor,No,2.5,12,2
S2593,Siddharth Mehta,Female,14,2010-12-31,10,D,Hyderabad,Postgraduate,Average,None,Kinesthetic,Excellent,Coding,32,44,44,88,84,50,57.0,5.7,No,82.6,100000,7255,92745,23,Yes,Poor,No,6.2,46,4
S2594,Siddharth Gupta,Other,19,2006-04-11,10,C,Mumbai,None,Good,None,Visual,Good,Robotics,55,42,77,28,68,58,54.67,5.47,No,70.4,50000,11761,38239,21,Yes,Poor,Yes,7.1,38,1
S2595,Vihaan Patel,Female,18,2006-11-29,9,E,Mumbai,Postgraduate,Good,Phone,Kinesthetic,Good,None,88,89,42,71,78,100,78.0,7.8,Yes,59.7,60000,4010,55990,26,No,Poor,Yes,5.4,49,7
S2596,Tanvi Shah,Female,15,2010-11-02,12,E,Mumbai,None,Excellent,Laptop,Auditory,Average,NCC,70,75,33,71,43,49,56.83,5.68,Yes,87.7,40000,19586,20414,8,Yes,Good,No,6.7,29,10
S2597,Priya Shah,Female,17,2008-08-23,9,A,Pune,Secondary,Poor,Laptop,Reading/Writing,Average,Robotics,72,44,95,23,26,56,52.67,5.27,No,60.3,80000,63041,16959,14,No,Poor,No,6.8,48,3
S2598,Aarav Bose,Other,17,2008-01-01,11,A,Kolkata,None,Average,None,Kinesthetic,Good,NSS,89,25,70,55,50,30,53.17,5.32,No,83.3,80000,33036,46964,26,No,Good,Yes,6.8,31,9
S2599,Aisha Gupta,Other,15,2010-02-24,11,B,Kolkata,Postgraduate,Good,None,Auditory,Excellent,Sports,44,79,28,56,57,52,52.67,5.27,No,69.1,80000,12408,67592,28,Yes,Good,Yes,8.6,40,7
S2600,Maya Malhotra,Male,19,2006-07-17,12,D,Kolkata,Graduate,Good,Tablet,Reading/Writing,Good,Coding,79,34,61,33,64,37,51.33,5.13,Yes,74.1,40000,37464,2536,11,No,Good,Yes,3.9,15,4
S2601,Zoya Khandelwal,Other,14,2011-04-07,11,E,Pune,Primary,Excellent,Laptop,Visual,Average,Coding,60,67,49,93,39,46,59.0,5.9,Yes,60.0,50000,8196,41804,1,No,Good,No,5.4,50,0
S2602,Maya Patel,Male,19,2005-12-13,9,C,Kolkata,Postgraduate,Excellent,Laptop,Auditory,Excellent,NCC,97,45,23,30,34,35,44.0,4.4,No,72.1,100000,78025,21975,13,No,Good,No,9.7,48,0
S2603,Rohit Sharma,Female,15,2010-05-18,9,E,Bengaluru,Graduate,Good,Phone,Auditory,Poor,Robotics,78,97,62,100,77,62,79.33,7.93,Yes,96.3,50000,19243,30757,1,No,Average,Yes,9.3,22,8
S2604,Aisha Kumar,Other,16,2009-06-12,12,C,Delhi,Postgraduate,Good,Laptop,Reading/Writing,Average,Coding,80,98,36,87,53,52,67.67,6.77,Yes,88.1,100000,14803,85197,26,No,Average,No,6.2,39,2
S2605,Siddharth Kapoor,Male,17,2008-07-01,10,D,Pune,Graduate,Average,Tablet,Reading/Writing,Excellent,Music,27,64,46,85,54,63,56.5,5.65,No,61.7,60000,27232,32768,1,No,Average,No,3.4,33,0
S2606,Siddharth Malhotra,Other,16,2008-11-30,9,C,Mumbai,Graduate,Poor,Tablet,Kinesthetic,Good,Coding,71,45,96,48,92,77,71.5,7.15,Yes,53.5,80000,51474,28526,12,No,Poor,No,3.3,28,6
S2607,Tanvi Mehta,Other,16,2009-11-21,11,C,Delhi,Graduate,Average,Phone,Auditory,Excellent,NSS,92,77,57,33,65,71,65.83,6.58,Yes,69.4,60000,20615,39385,14,Yes,Good,No,2.4,43,2
S2608,Zoya Shah,Male,14,2011-06-26,12,C,Kolkata,None,Excellent,Phone,Reading/Writing,Excellent,NCC,97,24,99,61,66,78,70.83,7.08,No,64.8,30000,11540,18460,28,Yes,Average,No,4.3,19,2
S2609,Aditya Khandelwal,Female,18,2007-11-22,9,B,Hyderabad,None,Poor,Tablet,Auditory,Good,Dance,68,63,50,20,46,34,46.83,4.68,No,64.5,50000,1239,48761,8,No,Average,No,9.3,36,6
S2610,Aisha Shah,Female,17,2007-12-22,10,B,Mumbai,Postgraduate,Good,Laptop,Reading/Writing,Poor,NCC,32,24,89,29,26,90,48.33,4.83,No,87.1,50000,14144,35856,18,Yes,Good,Yes,4.3,40,7
S2611,Ishaan Khandelwal,Male,17,2008-08-30,9,E,Bengaluru,Postgraduate,Excellent,Phone,Auditory,Excellent,Music,52,52,44,31,54,65,49.67,4.97,No,94.5,80000,217,79783,2,Yes,Average,No,9.2,47,0
S2612,Aditya Chopra,Other,14,2011-01-23,12,A,Hyderabad,Primary,Excellent,Phone,Visual,Poor,NCC,96,80,81,61,50,74,73.67,7.37,Yes,73.2,60000,19210,40790,13,No,Average,Yes,2.6,12,4
S2613,Priya Khandelwal,Other,16,2009-04-15,10,B,Chennai,None,Average,None,Visual,Average,Debate,76,96,65,65,90,67,76.5,7.65,Yes,56.1,30000,19371,10629,25,Yes,Good,No,3.8,24,8
S2614,Tanvi Dutta,Other,19,2006-02-08,11,A,Delhi,Postgraduate,Average,Phone,Visual,Average,Sports,52,47,70,48,68,96,63.5,6.35,Yes,69.6,50000,47131,2869,30,Yes,Poor,Yes,1.1,42,7
S2615,Tanvi Kumar,Male,14,2010-11-28,11,A,Chennai,Primary,Excellent,Laptop,Kinesthetic,Average,NSS,100,96,99,92,28,62,79.5,7.95,No,89.2,60000,33752,26248,16,Yes,Average,No,5.4,17,9
S2616,Riya Joshi,Other,15,2010-07-19,9,A,Chennai,Primary,Good,Phone,Kinesthetic,Average,Sports,86,67,24,44,41,39,50.17,5.02,No,83.3,50000,46219,3781,5,Yes,Good,Yes,7.9,34,1
S2617,Siddharth Gupta,Female,16,2009-02-28,9,E,Hyderabad,Graduate,Average,Phone,Visual,Poor,Dance,72,60,33,88,76,33,60.33,6.03,Yes,58.0,40000,13838,26162,15,Yes,Average,Yes,1.4,30,9
S2618,Rohit Dutta,Male,16,2009-05-29,10,D,Nagpur,Graduate,Average,None,Auditory,Excellent,Sports,69,72,67,56,62,33,59.83,5.98,Yes,77.4,50000,32594,17406,9,No,Poor,No,2.9,43,7
S2619,Rohit Bose,Other,17,2008-07-29,11,B,Delhi,Primary,Average,None,Visual,Excellent,Music,54,88,55,33,31,81,57.0,5.7,No,70.7,30000,18739,11261,6,Yes,Poor,Yes,5.3,48,2
S2620,Aditya Singh,Other,15,2010-06-03,10,B,Bengaluru,Postgraduate,Poor,Tablet,Reading/Writing,Poor,Dance,33,69,55,47,58,70,55.33,5.53,Yes,74.5,100000,99996,4,6,No,Average,Yes,7.2,44,10
S2621,Maya Mehta,Other,15,2010-02-09,11,D,Hyderabad,Secondary,Good,Laptop,Reading/Writing,Excellent,Sports,30,23,40,53,50,69,44.17,4.42,No,90.1,100000,51580,48420,7,No,Poor,Yes,9.7,41,6
S2622,Aisha Malhotra,Other,16,2009-02-15,12,B,Mumbai,None,Good,Phone,Kinesthetic,Average,Drama,35,34,78,44,75,71,56.17,5.62,Yes,57.8,40000,15755,24245,11,Yes,Poor,No,3.3,21,5
S2623,Vivaan Patel,Other,14,2011-07-15,12,B,Chennai,Primary,Poor,Laptop,Auditory,Average,Coding,71,53,50,49,56,48,54.5,5.45,Yes,54.6,80000,22460,57540,29,Yes,Average,Yes,8.7,17,0
S2624,Priya Mehta,Other,15,2010-02-11,11,B,Hyderabad,Secondary,Poor,Phone,Kinesthetic,Good,Drama,26,72,71,59,41,89,59.67,5.97,No,85.6,30000,10457,19543,24,Yes,Good,Yes,4.6,43,9
S2625,Aditya Verma,Female,18,2007-06-26,12,B,Hyderabad,Postgraduate,Average,Laptop,Kinesthetic,Average,Debate,84,98,52,94,88,85,83.5,8.35,Yes,56.1,40000,23070,16930,13,Yes,Average,No,2.1,48,2
S2626,Aditya Malhotra,Male,14,2011-08-15,12,D,Hyderabad,Primary,Average,Phone,Kinesthetic,Excellent,Debate,28,100,81,23,43,89,60.67,6.07,No,69.1,100000,17780,82220,26,No,Poor,Yes,7.1,43,10
S2627,Ishaan Mehta,Female,16,2009-09-08,9,E,Hyderabad,Graduate,Average,Phone,Visual,Good,Debate,29,68,82,52,63,78,62.0,6.2,No,71.7,60000,28263,31737,22,No,Good,Yes,3.1,40,10
S2628,Zoya Gupta,Female,17,2008-01-09,12,C,Kolkata,Postgraduate,Good,Phone,Auditory,Good,None,53,50,20,38,94,47,50.33,5.03,No,90.6,80000,57692,22308,23,Yes,Average,No,8.9,37,4
S2629,Ritika Khandelwal,Other,14,2011-05-02,11,D,Hyderabad,Graduate,Excellent,Tablet,Kinesthetic,Good,Debate,54,87,71,46,74,98,71.67,7.17,Yes,86.9,100000,13248,86752,16,Yes,Good,Yes,9.5,20,3
S2630,Rohit Joshi,Female,15,2009-12-12,12,B,Delhi,None,Good,Phone,Kinesthetic,Average,NCC,59,93,43,70,88,54,67.83,6.78,Yes,53.3,50000,3686,46314,13,No,Average,No,7.9,28,4
S2631,Kavya Patel,Male,14,2011-08-15,9,C,Delhi,None,Good,Laptop,Kinesthetic,Good,Dance,72,75,43,43,27,59,53.17,5.32,No,64.2,100000,33626,66374,13,Yes,Average,Yes,9.9,12,8
S2632,Maya Malhotra,Female,19,2006-09-23,12,B,Bengaluru,Postgraduate,Good,Laptop,Visual,Good,NSS,37,91,91,50,91,56,69.33,6.93,Yes,75.2,50000,13784,36216,7,No,Good,No,3.2,41,9
S2633,Zoya Chopra,Other,18,2007-05-26,11,E,Chennai,Postgraduate,Excellent,Tablet,Reading/Writing,Excellent,Sports,22,86,39,29,36,70,47.0,4.7,No,74.3,40000,14195,25805,10,No,Poor,Yes,2.8,49,0
S2634,Aditya Gupta,Male,19,2006-03-14,10,B,Hyderabad,Graduate,Poor,Laptop,Reading/Writing,Good,NCC,68,73,28,92,50,95,67.67,6.77,No,57.2,30000,15270,14730,20,Yes,Poor,Yes,2.4,35,4
S2635,Vivaan Singh,Other,15,2010-11-13,11,B,Chennai,Primary,Poor,None,Auditory,Good,NCC,29,28,55,32,90,73,51.17,5.12,No,78.3,60000,3117,56883,8,No,Average,Yes,2.5,44,0
S2636,Zoya Reddy,Male,17,2007-12-22,9,E,Mumbai,None,Good,None,Reading/Writing,Poor,NSS,64,42,62,43,26,91,54.67,5.47,No,50.1,60000,18635,41365,26,Yes,Good,No,6.6,39,7
S2637,Aisha Verma,Male,18,2006-12-06,10,D,Mumbai,Postgraduate,Excellent,Laptop,Reading/Writing,Poor,Sports,98,33,94,44,27,83,63.17,6.32,No,63.4,40000,21070,18930,5,Yes,Good,No,5.4,46,10
S2638,Aditya Chopra,Female,19,2006-06-12,9,E,Hyderabad,Primary,Poor,Tablet,Visual,Poor,Sports,65,45,49,81,57,54,58.5,5.85,Yes,60.1,80000,49431,30569,17,No,Good,No,7.5,41,8
S2639,Sana Verma,Other,14,2010-12-17,9,D,Nagpur,Postgraduate,Good,Laptop,Kinesthetic,Poor,Sports,64,29,22,35,68,96,52.33,5.23,No,75.3,30000,10800,19200,6,Yes,Poor,No,9.0,48,0
S2640,Vihaan Nair,Male,15,2010-11-18,10,E,Bengaluru,Primary,Poor,Phone,Visual,Average,Sports,41,94,81,23,80,56,62.5,6.25,No,80.4,60000,51613,8387,19,No,Poor,No,4.9,37,2
S2641,Siddharth Kumar,Other,16,2009-02-03,10,B,Nagpur,Postgraduate,Poor,None,Kinesthetic,Average,Robotics,96,77,38,59,29,65,60.67,6.07,No,68.7,80000,16749,63251,8,Yes,Poor,No,1.5,44,9
S2642,Riya Mehta,Female,16,2009-11-09,12,C,Bengaluru,None,Excellent,None,Visual,Poor,Debate,24,34,93,78,42,79,58.33,5.83,No,66.8,60000,42810,17190,4,No,Poor,Yes,1.0,31,9
S2643,Aditya Dutta,Other,16,2009-03-23,9,B,Chennai,Graduate,Excellent,Laptop,Visual,Excellent,Coding,32,74,98,94,47,75,70.0,7.0,No,80.8,100000,40079,59921,13,No,Poor,No,3.9,44,5
S2644,Priya Reddy,Other,16,2009-04-12,9,E,Nagpur,Secondary,Poor,Tablet,Kinesthetic,Good,Robotics,29,91,50,47,58,78,58.83,5.88,No,62.4,80000,79657,343,2,Yes,Average,Yes,4.3,22,0
S2645,Arjun Bhatia,Female,16,2009-04-29,11,B,Kolkata,None,Excellent,Tablet,Visual,Excellent,Coding,100,25,49,86,85,86,71.83,7.18,No,69.5,40000,37316,2684,7,No,Average,Yes,7.2,24,5
S2646,Krisha Khanna,Female,17,2008-08-23,12,A,Bengaluru,None,Poor,Phone,Auditory,Excellent,None,42,63,65,49,69,50,56.33,5.63,Yes,88.8,100000,31923,68077,17,No,Average,Yes,2.3,29,7
S2647,Karan Mehta,Male,18,2007-11-12,10,B,Chennai,Primary,Poor,None,Kinesthetic,Average,Robotics,42,90,46,90,69,39,62.67,6.27,Yes,95.0,40000,24182,15818,24,Yes,Poor,Yes,1.6,50,0
S2648,Ishaan Verma,Female,17,2008-02-18,12,B,Chennai,Graduate,Average,Tablet,Auditory,Poor,Dance,76,40,58,52,41,66,55.5,5.55,Yes,94.4,40000,27307,12693,2,Yes,Poor,No,6.8,46,8
S2649,Priya Joshi,Male,18,2007-10-21,9,E,Mumbai,Primary,Excellent,Laptop,Reading/Writing,Average,NSS,43,71,66,96,95,34,67.5,6.75,Yes,72.7,100000,99724,276,17,Yes,Good,No,6.2,16,6
S2650,Vihaan Joshi,Male,16,2008-12-05,9,E,Pune,None,Poor,Laptop,Visual,Good,Debate,62,31,68,86,40,47,55.67,5.57,No,57.0,100000,96845,3155,4,No,Good,Yes,8.1,29,9
S2651,Karan Mehta,Female,17,2008-02-04,9,B,Pune,Postgraduate,Good,Tablet,Kinesthetic,Average,Music,54,53,54,30,68,34,48.83,4.88,No,66.8,30000,6842,23158,30,No,Average,Yes,5.5,40,6
S2652,Priya Bhatia,Female,19,2005-12-16,11,B,Pune,Secondary,Poor,Tablet,Auditory,Poor,Dance,69,61,45,67,91,91,70.67,7.07,Yes,63.9,30000,8899,21101,19,Yes,Poor,No,9.5,21,7
S2653,Siddharth Verma,Female,14,2011-08-18,10,A,Nagpur,Primary,Poor,None,Reading/Writing,Excellent,Sports,61,82,38,88,86,72,71.17,7.12,Yes,66.9,40000,2225,37775,16,No,Poor,No,6.0,33,0
S2654,Siddharth Joshi,Male,18,2007-01-26,9,E,Nagpur,Primary,Good,None,Reading/Writing,Average,Debate,53,46,64,69,44,98,62.33,6.23,Yes,93.4,40000,33147,6853,21,Yes,Good,Yes,7.5,34,6
S2655,Maya Malhotra,Male,17,2008-03-09,9,E,Delhi,Graduate,Excellent,None,Kinesthetic,Good,Robotics,57,90,68,60,74,99,74.67,7.47,Yes,74.9,100000,81814,18186,6,No,Average,Yes,6.8,30,3
S2656,Kavya Sharma,Other,18,2007-04-21,12,C,Nagpur,Primary,Average,Tablet,Auditory,Good,Coding,65,85,39,28,65,42,54.0,5.4,No,51.6,80000,72061,7939,28,No,Good,Yes,2.8,43,4
S2657,Priya Dutta,Other,19,2006-08-21,9,B,Mumbai,None,Average,Laptop,Kinesthetic,Average,Dance,23,25,39,56,69,46,43.0,4.3,No,88.8,80000,21556,58444,10,Yes,Good,No,2.3,37,7
S2658,Tanvi Gupta,Male,14,2011-03-03,12,E,Delhi,Graduate,Poor,None,Kinesthetic,Good,Dance,38,42,93,77,70,93,68.83,6.88,Yes,58.3,40000,24388,15612,25,No,Poor,No,2.5,13,7
S2659,Siddharth Chopra,Female,16,2009-08-22,12,C,Nagpur,Postgraduate,Poor,Phone,Kinesthetic,Poor,NCC,93,30,71,74,97,34,66.5,6.65,No,74.4,60000,50659,9341,11,No,Poor,No,3.0,23,6
S2660,Maya Reddy,Other,16,2008-12-18,12,D,Pune,Postgraduate,Good,None,Visual,Poor,Dance,26,31,35,25,100,92,51.5,5.15,No,82.7,50000,16619,33381,4,Yes,Good,Yes,6.2,44,0
S2661,Kavya Kapoor,Male,18,2007-11-16,9,A,Hyderabad,Graduate,Excellent,Phone,Auditory,Excellent,Dance,96,45,91,98,73,94,82.83,8.28,Yes,61.5,40000,27832,12168,6,No,Good,No,5.8,35,3
S2662,Aditya Khanna,Male,19,2006-07-19,10,A,Mumbai,Secondary,Excellent,Phone,Visual,Good,Drama,47,76,100,51,65,49,64.67,6.47,Yes,93.1,60000,37367,22633,28,No,Good,No,7.7,33,4
S2663,Maya Verma,Other,19,2006-03-19,9,E,Pune,Postgraduate,Excellent,Phone,Visual,Good,Music,83,59,78,94,81,95,81.67,8.17,Yes,58.4,100000,75545,24455,22,No,Average,Yes,8.2,34,6
S2664,Sana Sharma,Female,14,2011-03-17,9,D,Pune,Graduate,Excellent,None,Auditory,Excellent,Debate,53,27,97,56,54,62,58.17,5.82,No,51.9,100000,54916,45084,29,No,Average,No,6.6,20,8
S2665,Sana Patel,Female,15,2010-10-17,10,A,Nagpur,Secondary,Average,None,Auditory,Poor,NCC,84,51,83,38,58,70,64.0,6.4,Yes,52.2,60000,33890,26110,6,Yes,Poor,No,8.5,50,10
S2666,Sana Patel,Female,19,2006-02-23,10,D,Pune,Primary,Excellent,None,Auditory,Average,Drama,46,64,26,97,64,48,57.5,5.75,No,94.0,30000,5250,24750,15,No,Average,No,2.2,14,9
S2667,Ishaan Chopra,Female,17,2008-02-25,10,B,Nagpur,Postgraduate,Average,Tablet,Reading/Writing,Excellent,Robotics,33,35,30,95,82,70,57.5,5.75,No,56.5,60000,36268,23732,22,No,Good,No,7.5,38,9
S2668,Aditya Reddy,Other,18,2006-12-10,9,B,Delhi,Postgraduate,Poor,Laptop,Visual,Good,Dance,31,23,45,96,92,47,55.67,5.57,No,68.2,40000,7336,32664,11,Yes,Average,Yes,2.7,39,3
S2669,Sana Mehta,Other,16,2009-03-25,10,D,Chennai,None,Poor,Tablet,Reading/Writing,Good,NCC,97,63,25,99,71,88,73.83,7.38,No,97.4,60000,31403,28597,12,No,Average,No,7.6,32,10
S2670,Krisha Gupta,Male,19,2006-04-18,12,C,Mumbai,Secondary,Excellent,Laptop,Auditory,Good,None,71,83,20,39,86,55,59.0,5.9,No,72.5,40000,37063,2937,15,No,Poor,No,4.5,19,9
S2671,Ritika Malhotra,Female,19,2006-09-21,9,C,Mumbai,Graduate,Good,Tablet,Reading/Writing,Average,Drama,85,83,87,67,36,81,73.17,7.32,Yes,57.1,60000,2429,57571,30,Yes,Poor,No,8.2,50,8
S2672,Karan Khanna,Male,15,2010-05-06,12,C,Bengaluru,None,Good,Phone,Auditory,Good,Robotics,87,83,41,59,47,71,64.67,6.47,Yes,85.8,100000,76271,23729,30,Yes,Poor,No,7.2,42,2
S2673,Ritika Verma,Other,18,2007-04-04,10,A,Pune,Graduate,Average,Phone,Kinesthetic,Average,Robotics,58,62,74,50,79,31,59.0,5.9,No,63.8,40000,23729,16271,6,No,Poor,Yes,9.8,10,2
S2674,Karan Kapoor,Other,18,2007-01-28,9,E,Delhi,Postgraduate,Excellent,Phone,Auditory,Average,Robotics,28,71,77,24,48,68,52.67,5.27,No,73.6,50000,21433,28567,11,Yes,Average,Yes,4.8,31,10
S2675,Tanvi Kumar,Female,18,2007-07-15,11,E,Hyderabad,None,Good,Phone,Auditory,Poor,Debate,51,26,68,85,69,93,65.33,6.53,No,87.9,80000,23697,56303,14,Yes,Average,No,7.5,23,6
S2676,Aditya Joshi,Other,17,2008-05-29,12,A,Chennai,Postgraduate,Poor,Tablet,Visual,Excellent,Drama,82,37,20,92,96,62,64.83,6.48,No,85.7,50000,4928,45072,4,Yes,Average,Yes,5.6,37,6
S2677,Kavya Nair,Other,18,2007-02-05,9,C,Pune,Graduate,Excellent,Tablet,Auditory,Average,Dance,43,67,25,34,38,68,45.83,4.58,No,62.2,30000,14292,15708,30,Yes,Good,No,7.5,37,0
S2678,Aarav Malhotra,Male,17,2008-10-27,11,A,Nagpur,Postgraduate,Average,Phone,Reading/Writing,Poor,NCC,89,26,43,60,44,88,58.33,5.83,No,64.0,30000,10586,19414,30,No,Average,Yes,9.6,17,1
S2679,Aditya Reddy,Male,14,2011-07-06,9,E,Nagpur,Graduate,Excellent,Tablet,Visual,Poor,Dance,64,68,71,65,97,77,73.67,7.37,Yes,80.2,60000,42109,17891,4,Yes,Good,Yes,3.3,32,4
S2680,Vivaan Kumar,Female,17,2008-09-08,9,C,Mumbai,Primary,Average,Tablet,Kinesthetic,Excellent,None,51,100,45,49,32,67,57.33,5.73,No,55.2,50000,22457,27543,19,No,Good,No,4.6,27,9
S2681,Sana Kumar,Male,18,2007-09-15,9,C,Hyderabad,Primary,Poor,None,Auditory,Good,Coding,51,99,29,80,55,88,67.0,6.7,No,81.5,50000,33259,16741,24,No,Good,No,9.1,32,6
S2682,Ritika Bose,Male,14,2011-03-31,10,B,Hyderabad,Postgraduate,Good,None,Visual,Poor,Robotics,42,48,28,85,35,68,51.0,5.1,No,95.2,100000,98125,1875,8,Yes,Good,Yes,3.3,34,6
S2683,Krisha Patel,Male,14,2011-10-16,10,B,Pune,Graduate,Good,Phone,Auditory,Poor,NCC,63,65,77,84,44,64,66.17,6.62,Yes,95.9,30000,5686,24314,28,Yes,Average,Yes,8.3,22,8
S2684,Tanvi Bhatia,Male,17,2008-04-28,11,B,Delhi,Postgraduate,Poor,Phone,Kinesthetic,Average,Coding,51,97,97,56,89,61,75.17,7.52,Yes,78.9,100000,57031,42969,21,No,Good,Yes,2.0,35,8
S2685,Arjun Kumar,Other,19,2006-02-26,12,D,Pune,None,Poor,None,Kinesthetic,Poor,Coding,48,67,96,34,58,75,63.0,6.3,Yes,55.1,60000,1312,58688,27,Yes,Good,Yes,8.0,29,8
S2686,Aditya Malhotra,Other,18,2007-03-27,12,A,Chennai,None,Poor,Tablet,Kinesthetic,Good,Debate,64,90,94,62,37,62,68.17,6.82,Yes,51.4,80000,6869,73131,5,No,Average,No,1.9,19,2
S2687,Sana Gupta,Female,15,2009-11-28,11,A,Nagpur,None,Poor,None,Visual,Poor,Robotics,46,78,79,57,95,46,66.83,6.68,Yes,56.0,60000,29265,30735,18,No,Good,Yes,9.7,18,0
S2688,Priya Verma,Female,15,2010-08-15,12,E,Bengaluru,Primary,Excellent,None,Auditory,Good,Sports,79,80,57,23,77,73,64.83,6.48,No,91.3,80000,5471,74529,4,No,Good,No,7.3,38,5
S2689,Ritika Bose,Male,14,2011-03-21,11,C,Delhi,Postgraduate,Poor,None,Kinesthetic,Excellent,Debate,58,91,56,82,75,31,65.5,6.55,No,94.1,50000,32985,17015,22,Yes,Good,No,9.0,50,10
S2690,Vivaan Mehta,Other,17,2008-03-07,10,A,Chennai,Graduate,Excellent,None,Visual,Good,Music,77,49,37,20,80,54,52.83,5.28,No,55.0,40000,35229,4771,7,No,Average,No,4.0,16,3
S2691,Vihaan Shah,Male,18,2007-09-09,12,D,Nagpur,Postgraduate,Poor,Laptop,Reading/Writing,Good,Dance,33,44,53,51,92,66,56.5,5.65,Yes,75.9,30000,20437,9563,25,No,Average,No,4.6,48,5
S2692,Kavya Dutta,Other,19,2006-04-03,11,A,Bengaluru,Postgraduate,Poor,Tablet,Auditory,Good,NCC,52,39,97,90,81,77,72.67,7.27,Yes,77.4,100000,90397,9603,26,No,Good,Yes,8.9,10,5
S2693,Rohit Bhatia,Female,15,2010-08-14,11,A,Kolkata,Postgraduate,Good,Phone,Reading/Writing,Poor,NSS,78,90,63,41,28,37,56.17,5.62,No,52.6,50000,5057,44943,19,No,Poor,Yes,7.8,39,8
S2694,Ishaan Dutta,Other,14,2010-12-25,11,A,Bengaluru,None,Poor,None,Visual,Good,Sports,20,87,38,85,40,63,55.5,5.55,No,68.2,40000,13115,26885,8,No,Average,Yes,7.6,50,9
S2695,Aditya Patel,Female,15,2010-08-26,10,B,Chennai,Secondary,Poor,Phone,Visual,Average,Debate,86,85,47,52,67,75,68.67,6.87,Yes,65.4,60000,12314,47686,15,Yes,Good,No,2.9,17,3
S2696,Tanvi Gupta,Male,17,2008-09-23,9,C,Delhi,Secondary,Average,Phone,Visual,Poor,Dance,33,91,89,62,32,83,65.0,6.5,No,85.0,40000,7095,32905,23,Yes,Poor,No,2.5,22,10
S2697,Maya Verma,Female,16,2009-04-02,9,A,Kolkata,Secondary,Excellent,Laptop,Reading/Writing,Good,Music,28,77,39,47,54,42,47.83,4.78,No,82.8,30000,4421,25579,7,Yes,Good,No,1.2,41,1
S2698,Krisha Kapoor,Other,14,2011-11-16,11,C,Chennai,Postgraduate,Good,None,Kinesthetic,Average,Music,57,66,49,89,71,38,61.67,6.17,Yes,86.7,30000,18006,11994,6,Yes,Average,No,3.8,45,4
S2699,Aisha Gupta,Male,14,2010-12-09,12,C,Nagpur,Secondary,Good,Phone,Reading/Writing,Average,Coding,35,76,38,39,84,56,54.67,5.47,Yes,66.2,100000,47146,52854,28,Yes,Average,No,7.5,23,4
